Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time
LICI,INE0J1Y01017,2024-08-30,BSE,EQ,A,sell,False,17,1069.6,6033600,1725000698658847107,2024-08-30T13:47:51
LICI,INE0J1Y01017,2024-08-30,BSE,EQ,A,sell,False,1,1069.7,6033200,1725000698658847107,2024-08-30T13:47:51
LICI,INE0J1Y01017,2024-08-30,BSE,EQ,A,sell,False,10,1069.65,6033400,1725000698658847107,2024-08-30T13:47:51
MOVALUE,INF247L01BE5,2024-08-30,NSE,EQ,EQ,buy,False,225,111.4,406991494,1200000040427714,2024-08-30T13:49:45
INDUSTOWER,INE121J01017,2024-09-02,BSE,EQ,A,sell,False,66,440.7,5093000,1725253191183677401,2024-09-02T11:10:19
INDUSTOWER,INE121J01017,2024-09-02,BSE,EQ,A,sell,False,14,440.75,5092600,1725253191183677401,2024-09-02T11:10:19
INDIGO,INE646L01027,2024-09-02,NSE,EQ,EQ,buy,False,3,4800.05,204807383,1100000025479586,2024-09-02T11:13:22
PFC,INE134E01011,2024-09-02,BSE,EQ,A,buy,False,6,549.45,2346200,1725255422614080155,2024-09-02T11:14:39
PFC,INE134E01011,2024-09-02,BSE,EQ,A,buy,False,1,549.45,2323300,1725255422614080155,2024-09-02T11:14:39
PFC,INE134E01011,2024-09-02,BSE,EQ,A,buy,False,8,549.45,2346400,1725255422614080155,2024-09-02T11:14:39
RECLTD,INE020B01018,2024-09-02,BSE,EQ,A,buy,False,15,617.75,5829200,1725254529548326868,2024-09-02T11:15:04
DELHIVERY,INE148O01028,2024-09-02,NSE,EQ,EQ,buy,False,17,418.0,205704824,1100000030637891,2024-09-02T11:52:42
MOVALUE,INF247L01BE5,2024-09-02,NSE,EQ,EQ,buy,False,50,111.3,405470554,1200000031183198,2024-09-02T12:05:54
NAVA,INE725A01022,2024-09-03,NSE,EQ,EQ,buy,False,6,944.0,402745929,1200000014339368,2024-09-03T10:21:08
IXIGO,INE0HV901016,2024-09-03,NSE,EQ,EQ,buy,False,15,159.14,205196283,1100000029175959,2024-09-03T12:33:30
ZOMATO,INE758T01015,2024-09-04,BSE,EQ,A,sell,False,154,243.4,69031600,1725426436758966968,2024-09-04T10:42:12
LTGILTBEES,INF204KB1882,2024-09-04,NSE,EQ,EQ,buy,False,700,26.52,404516728,1200000023333922,2024-09-04T10:54:27
GOLDIETF,INF109KC1NT3,2024-09-04,NSE,EQ,EQ,buy,False,55,62.06,203797373,1100000020837150,2024-09-04T10:56:10
LEMONTREE,INE970X01018,2024-09-05,NSE,EQ,EQ,buy,False,5,131.3,404638133,1200000023842637,2024-09-05T11:09:20
LEMONTREE,INE970X01018,2024-09-05,NSE,EQ,EQ,buy,False,1,131.3,404672704,1200000023842637,2024-09-05T11:09:20
LEMONTREE,INE970X01018,2024-09-05,NSE,EQ,EQ,buy,False,1,131.3,404675061,1200000023842637,2024-09-05T11:09:20
LEMONTREE,INE970X01018,2024-09-05,NSE,EQ,EQ,buy,False,1,131.3,404631786,1200000023842637,2024-09-05T11:09:20
LEMONTREE,INE970X01018,2024-09-05,NSE,EQ,EQ,buy,False,18,131.3,404675042,1200000023842637,2024-09-05T11:09:20
LEMONTREE,INE970X01018,2024-09-05,NSE,EQ,EQ,buy,False,1,131.3,404672963,1200000023842637,2024-09-05T11:09:20
LEMONTREE,INE970X01018,2024-09-05,NSE,EQ,EQ,buy,False,3,131.3,404675315,1200000023842637,2024-09-05T11:09:20
GOLDIETF,INF109KC1NT3,2024-09-05,NSE,EQ,EQ,buy,False,10,62.05,203515795,1100000019717876,2024-09-05T11:12:55
GILT5YBEES,INF204KC1030,2024-09-05,NSE,EQ,EQ,buy,False,45,57.52,404874034,1200000024559319,2024-09-05T11:17:46
IXIGO,INE0HV901016,2024-09-05,NSE,EQ,EQ,buy,False,6,160.05,204673069,1100000026477196,2024-09-05T12:15:45
ALPHA,INF174KA1IA5,2024-09-06,NSE,EQ,EQ,sell,False,55,57.44,400723519,1200000003123369,2024-09-06T09:21:54
ALPHA,INF174KA1IA5,2024-09-06,NSE,EQ,EQ,sell,False,145,57.44,400712081,1200000003123369,2024-09-06T09:21:54
GILT5YBEES,INF204KC1030,2024-09-06,NSE,EQ,EQ,buy,False,37,57.57,401193612,1200000005493069,2024-09-06T09:30:14
GOLDIETF,INF109KC1NT3,2024-09-06,NSE,EQ,EQ,buy,False,29,62.45,201196679,1100000006066646,2024-09-06T09:33:46
IXIGO,INE0HV901016,2024-09-06,NSE,EQ,EQ,buy,False,19,158.92,201428355,1100000007159138,2024-09-06T09:40:00
BIRET-RR,INE0FDU25010,2024-09-06,NSE,EQ,RR,buy,False,8,267.99,1143658,1000000006483718,2024-09-06T09:42:03
LEMONTREE,INE970X01018,2024-09-06,BSE,EQ,A,buy,False,1,131.5,717500,1725593400104388761,2024-09-06T09:44:31
LEMONTREE,INE970X01018,2024-09-06,BSE,EQ,A,buy,False,1,131.5,724900,1725593400104388761,2024-09-06T09:44:31
MASPTOP50,INF769K01HP3,2024-09-06,BSE,EQ,B,sell,False,10,42.51,11062200,1725609865070939004,2024-09-06T15:06:42
MASPTOP50,INF769K01HP3,2024-09-06,BSE,EQ,B,sell,False,34,42.51,11062100,1725609865070939004,2024-09-06T15:06:42
MASPTOP50,INF769K01HP3,2024-09-06,BSE,EQ,B,sell,False,15,42.51,11086900,1725609865070939004,2024-09-06T15:06:42
MASPTOP50,INF769K01HP3,2024-09-06,BSE,EQ,B,sell,False,15,42.51,11087100,1725609865070939004,2024-09-06T15:06:42
MASPTOP50,INF769K01HP3,2024-09-06,BSE,EQ,B,sell,False,5,42.51,11112500,1725609865070939004,2024-09-06T15:06:42
MASPTOP50,INF769K01HP3,2024-09-06,BSE,EQ,B,sell,False,10,42.51,11062600,1725609865070939004,2024-09-06T15:06:42
MASPTOP50,INF769K01HP3,2024-09-06,BSE,EQ,B,sell,False,15,42.51,11177200,1725609865070939079,2024-09-06T15:09:50
MASPTOP50,INF769K01HP3,2024-09-06,BSE,EQ,B,sell,False,656,42.5,11178000,1725609865070939079,2024-09-06T15:09:50
VEDL,INE205A01025,2024-09-06,NSE,EQ,EQ,buy,False,52,459.95,610301127,1300000052095497,2024-09-06T15:10:41
GOLDIETF,INF109KC1NT3,2024-09-06,NSE,EQ,EQ,buy,False,25,62.48,210440345,1100000058899239,2024-09-06T15:11:36
LTGILTBEES,INF204KB1882,2024-09-09,NSE,EQ,EQ,buy,False,250,26.58,401737645,1200000008278952,2024-09-09T09:34:32
GOLDIETF,INF109KC1NT3,2024-09-09,NSE,EQ,EQ,buy,False,25,62.11,202160744,1100000011597565,2024-09-09T09:49:03
RECLTD,INE020B01018,2024-09-09,BSE,EQ,A,sell,False,12,592.4,4849400,1725855494528268342,2024-09-09T09:59:46
RECLTD,INE020B01018,2024-09-09,BSE,EQ,A,sell,False,1,592.4,4847600,1725855494528268342,2024-09-09T09:59:46
RECLTD,INE020B01018,2024-09-09,BSE,EQ,A,sell,False,29,592.4,4853300,1725855494528268342,2024-09-09T09:59:46
RECLTD,INE020B01018,2024-09-09,BSE,EQ,A,sell,False,12,592.4,4849200,1725855494528268342,2024-09-09T09:59:46
RECLTD,INE020B01018,2024-09-09,BSE,EQ,A,sell,False,12,592.4,4849600,1725855494528268342,2024-09-09T09:59:46
RECLTD,INE020B01018,2024-09-09,BSE,EQ,A,sell,False,12,592.4,4849800,1725855494528268342,2024-09-09T09:59:46
RECLTD,INE020B01018,2024-09-09,BSE,EQ,A,sell,False,12,592.4,4850000,1725855494528268342,2024-09-09T09:59:46
GICRE,INE481Y01014,2024-09-09,NSE,EQ,EQ,buy,False,1,389.75,202667811,1100000014747880,2024-09-09T10:02:48
GICRE,INE481Y01014,2024-09-09,NSE,EQ,EQ,buy,False,1,389.75,202667812,1100000014747880,2024-09-09T10:02:48
GICRE,INE481Y01014,2024-09-09,NSE,EQ,EQ,buy,False,63,389.75,202667813,1100000014747880,2024-09-09T10:02:48
PFC,INE134E01011,2024-09-09,NSE,EQ,EQ,buy,False,10,524.05,403239406,1200000016916988,2024-09-09T10:04:47
VEDL,INE205A01025,2024-09-09,BSE,EQ,A,buy,False,8,455.0,3893600,1725855901163190798,2024-09-09T10:06:39
LTGILTBEES,INF204KB1882,2024-09-09,NSE,EQ,EQ,buy,False,185,26.58,403344504,1200000017645499,2024-09-09T10:07:52
BIKAJI,INE00E101023,2024-09-09,NSE,EQ,EQ,buy,False,3,837.0,2202906,1000000013426136,2024-09-09T10:14:26
GILT5YBEES,INF204KC1030,2024-09-09,NSE,EQ,EQ,buy,False,25,57.57,403598141,1200000019290707,2024-09-09T10:15:18
LTFOODS,INE818H01020,2024-09-09,NSE,EQ,EQ,buy,False,1,385.55,203174387,1100000017977125,2024-09-09T10:19:17
MAFANG,INF769K01HF4,2024-09-09,BSE,EQ,B,buy,False,1,92.84,5864900,1725857666279626159,2024-09-09T11:26:33
BIKAJI,INE00E101023,2024-09-10,BSE,EQ,A,buy,False,5,871.35,38475800,1725941300633605398,2024-09-10T09:45:44
LTFOODS,INE818H01020,2024-09-10,BSE,EQ,A,buy,False,5,398.3,39343800,1725941725031427278,2024-09-10T09:48:28
PAYTM,INE982J01020,2024-09-10,BSE,EQ,A,buy,False,2,666.0,41687000,1725941725031815056,2024-09-10T09:50:36
LTGILTBEES,INF204KB1882,2024-09-10,NSE,EQ,EQ,buy,False,90,26.57,402152593,1200000010902064,2024-09-10T09:53:02
MAFANG,INF769K01HF4,2024-09-10,NSE,EQ,EQ,buy,False,5,93.18,409704644,1200000053855851,2024-09-10T14:57:49
585GS2030-GS,IN0020200294,2024-09-12,NSE,EQ,GS,sell,False,100,94.7,3393174,1000000023984115,2024-09-12T11:54:02
ANGELONE,INE732I01013,2024-09-12,BSE,EQ,A,buy,False,1,2391.8,91640400,1726122162620229206,2024-09-12T11:55:52
GOLDIETF,INF109KC1NT3,2024-09-12,NSE,EQ,EQ,buy,False,30,62.55,204445565,1100000029842273,2024-09-12T11:57:53
LEMONTREE,INE970X01018,2024-09-12,BSE,EQ,A,buy,False,4,130.15,1280900,1726118955504398745,2024-09-12T11:59:21
LEMONTREE,INE970X01018,2024-09-12,BSE,EQ,A,buy,False,15,130.15,1262700,1726118955504398745,2024-09-12T11:59:21
LEMONTREE,INE970X01018,2024-09-12,BSE,EQ,A,buy,False,2,130.3,1283500,1726118955504398745,2024-09-12T11:59:21
PHARMABEES,INF204KC1089,2024-09-12,NSE,EQ,EQ,buy,False,22,23.85,407833800,1200000051851422,2024-09-12T14:25:24
LEMONTREE,INE970X01018,2024-09-13,NSE,EQ,EQ,buy,False,14,131.75,400397800,1200000002084026,2024-09-13T09:19:12
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,10,74.53,402922617,1200000015761283,2024-09-25T10:13:54
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,10,74.53,402921323,1200000015761283,2024-09-25T10:13:54
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,10,74.53,402921843,1200000015761283,2024-09-25T10:13:54
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,10,74.53,402920216,1200000015761283,2024-09-25T10:13:54
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,10,74.53,402920685,1200000015761283,2024-09-25T10:13:54
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,10,74.46,403021042,1200000015922571,2024-09-25T10:14:44
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,40,74.52,403043858,1200000015922571,2024-09-25T10:18:03
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,4,74.5,403069615,1200000016692021,2024-09-25T10:18:44
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,1,74.5,403122573,1200000016692021,2024-09-25T10:18:44
GOLDETF,INF769K01JP9,2024-09-25,NSE,EQ,EQ,buy,False,45,74.5,403065751,1200000016692021,2024-09-25T10:18:44
GOLDIETF,INF109KC1NT3,2024-09-25,NSE,EQ,EQ,buy,False,58,65.55,202933323,1100000015836792,2024-09-25T10:23:42
