Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time
ASHOKLEY,INE208A01029,2024-08-05,BSE,EQ,A,sell,False,10,242.8,11457200,1722844030626971305,2024-08-05T14:21:18
EXIDEIND,INE302A01020,2024-08-05,BSE,EQ,A,sell,False,25,489.05,14561900,1722844882962593921,2024-08-05T14:21:40
PFC,INE134E01011,2024-08-05,BSE,EQ,A,sell,False,6,494.2,13476100,1722845087658684089,2024-08-05T14:22:47
PFC,INE134E01011,2024-08-05,BSE,EQ,A,sell,False,131,494.25,13475900,1722845087658684089,2024-08-05T14:22:47
INDHOTEL,INE053A01029,2024-08-05,BSE,EQ,A,sell,False,9,602.0,327663600,1722847442815408685,2024-08-05T14:25:13
TRENT,INE849A01020,2024-08-05,NSE,EQ,EQ,sell,False,1,5350.0,614932200,1300000067973254,2024-08-05T14:33:30
TRENT,INE849A01020,2024-08-05,NSE,EQ,EQ,sell,False,1,5350.0,614932199,1300000067973254,2024-08-05T14:33:30
TATACOMM,INE151A01013,2024-08-05,BSE,EQ,A,sell,False,4,1869.75,335043000,1722848445771867983,2024-08-05T14:37:34
TATACOMM,INE151A01013,2024-08-05,BSE,EQ,A,sell,False,3,1869.7,335043200,1722848445771867983,2024-08-05T14:37:34
RBA,INE07T201019,2024-08-05,NSE,EQ,EQ,sell,False,42,107.5,10773066,1000000061566991,2024-08-05T14:39:58
ZOMATO,INE758T01015,2024-08-05,BSE,EQ,A,buy,False,50,256.65,337791100,1722848747867972640,2024-08-05T14:41:18
HDFCBANK,INE040A01034,2024-08-05,BSE,EQ,A,buy,False,5,1619.5,12335600,1722846236141644478,2024-08-05T14:48:19
PHARMABEES,INF204KC1089,2024-08-05,NSE,EQ,EQ,buy,False,58,22.26,414577806,1200000076468609,2024-08-05T14:51:47
PHARMABEES,INF204KC1089,2024-08-05,NSE,EQ,EQ,buy,False,200,22.26,414590114,1200000076468609,2024-08-05T14:51:47
PHARMABEES,INF204KC1089,2024-08-05,NSE,EQ,EQ,buy,False,188,22.26,414604467,1200000076468609,2024-08-05T14:51:47
PHARMABEES,INF204KC1089,2024-08-05,NSE,EQ,EQ,buy,False,1,22.26,414601792,1200000076468609,2024-08-05T14:51:47
PHARMABEES,INF204KC1089,2024-08-05,NSE,EQ,EQ,buy,False,3,22.26,414574605,1200000076468609,2024-08-05T14:51:47
PHARMABEES,INF204KC1089,2024-08-05,NSE,EQ,EQ,buy,False,50,22.26,414582936,1200000076468609,2024-08-05T14:51:47
NYKAA,INE388Y01029,2024-08-05,NSE,EQ,EQ,sell,False,20,194.0,414822132,1200000077876304,2024-08-05T15:00:06
INDUSTOWER,INE121J01017,2024-08-05,BSE,EQ,A,buy,False,14,414.65,11828600,1722845337383972477,2024-08-05T15:01:19
ITC,INE154A01025,2024-08-05,BSE,EQ,A,buy,False,20,487.0,24801400,1722847592965518903,2024-08-05T15:03:53
PFC,INE134E01011,2024-08-06,NSE,EQ,EQ,buy,False,20,505.2,404890846,1200000027984671,2024-08-06T11:10:51
INDIGO,INE646L01027,2024-08-06,BSE,EQ,A,buy,False,1,4315.4,2633500,1722920737359360568,2024-08-06T11:13:52
INDIGO,INE646L01027,2024-08-06,BSE,EQ,A,buy,False,3,4315.45,2633700,1722920737359360568,2024-08-06T11:13:52
PFC,INE134E01011,2024-08-07,BSE,EQ,A,buy,False,15,488.35,5089900,1723007610983883588,2024-08-07T12:04:43
ACC,INE012A01025,2024-08-08,BSE,EQ,A,buy,False,2,2375.0,8598700,1723103224441103218,2024-08-08T13:25:24
ACC,INE012A01025,2024-08-08,BSE,EQ,A,buy,False,5,2375.0,8598900,1723103224441103218,2024-08-08T13:25:24
PFC,INE134E01011,2024-08-08,NSE,EQ,EQ,buy,False,10,492.0,409258638,1200000045371769,2024-08-08T13:33:23
JPPOWER,INE351F01018,2024-08-09,BSE,EQ,A,buy,False,250,17.42,152417900,1723188329434437113,2024-08-09T13:00:31
SHRIRAMFIN,INE721A01013,2024-08-12,NSE,EQ,EQ,buy,False,1,2956.0,604197377,1300000019747074,2024-08-12T10:37:05
SHRIRAMFIN,INE721A01013,2024-08-12,NSE,EQ,EQ,buy,False,2,2956.0,604197096,1300000019747074,2024-08-12T10:37:05
SHRIRAMFIN,INE721A01013,2024-08-12,NSE,EQ,EQ,buy,False,1,2956.0,604197232,1300000019747074,2024-08-12T10:37:05
PALREDTEC-T,INE218G01033,2024-08-12,BSE,EQ,T,sell,False,25,95.5,71100,1723435200000052020,2024-08-12T10:49:20
PFC,INE134E01011,2024-08-12,NSE,EQ,EQ,buy,False,15,501.3,405186954,1200000022868125,2024-08-12T11:01:53
DELHIVERY,INE148O01028,2024-08-12,NSE,EQ,EQ,buy,False,20,408.75,204535620,1100000024345776,2024-08-12T11:03:18
RELIANCE,INE002A01018,2024-08-12,NSE,EQ,EQ,buy,False,2,2930.0,606874105,1300000024249383,2024-08-12T11:06:13
INDIGO,INE646L01027,2024-08-12,NSE,EQ,EQ,buy,False,1,4256.0,207506208,1100000025518743,2024-08-12T11:11:15
PHARMABEES,INF204KC1089,2024-08-12,NSE,EQ,EQ,buy,False,102,22.68,409767045,1200000051869978,2024-08-12T14:07:41
PHARMABEES,INF204KC1089,2024-08-12,NSE,EQ,EQ,buy,False,48,22.68,409748795,1200000051869978,2024-08-12T14:07:41
PFC,INE134E01011,2024-08-16,NSE,EQ,EQ,buy,False,10,492.2,403498518,1200000017411026,2024-08-16T10:22:03
ADANIPOWER,INE814H01011,2024-08-16,NSE,EQ,EQ,buy,False,10,674.0,2187366,1000000012477057,2024-08-16T10:24:09
ZOMATO,INE758T01015,2024-08-16,NSE,EQ,EQ,buy,False,3,257.96,603163927,1300000014381552,2024-08-16T10:25:45
JPPOWER,INE351F01018,2024-08-16,BSE,EQ,A,buy,False,200,17.66,69138200,1723784138382359621,2024-08-16T10:27:19
SHRIRAMFIN,INE721A01013,2024-08-16,BSE,EQ,A,buy,False,2,2947.0,3798900,1723781930307904304,2024-08-16T10:38:47
HDFCNIF100,INF179KC1HR4,2024-08-16,NSE,EQ,EQ,buy,False,1,25.82,203457247,1100000019059738,2024-08-16T10:40:26
HDFCNIF100,INF179KC1HR4,2024-08-16,NSE,EQ,EQ,buy,False,499,25.82,203457248,1100000019059738,2024-08-16T10:40:26
HDFCSML250,INF179KC1FB2,2024-08-16,NSE,EQ,EQ,buy,False,20,173.78,203457321,1100000019060285,2024-08-16T10:40:26
MOM100,INF247L01023,2024-08-16,NSE,EQ,EQ,buy,False,120,61.11,404072545,1200000020634813,2024-08-16T10:40:26
SETFNN50,INF200KA1598,2024-08-16,NSE,EQ,EQ,buy,False,10,762.16,603552195,1300000016397527,2024-08-16T10:40:26
MOTILALOFS,INE338I01027,2024-08-16,NSE,EQ,EQ,buy,False,16,624.85,409280373,1200000046672117,2024-08-16T14:11:41
ZOMATO,INE758T01015,2024-08-20,BSE,EQ,A,buy,False,3,259.65,98291900,1724131727369417107,2024-08-20T11:01:55
BIRET-RR,INE0FDU25010,2024-08-20,NSE,EQ,RR,buy,False,25,267.06,3343409,1000000017082671,2024-08-20T11:04:31
DELHIVERY,INE148O01028,2024-08-20,BSE,EQ,A,buy,False,8,440.05,100117400,1724132065278386696,2024-08-20T11:07:51
KANSAINER,INE531A01024,2024-08-20,BSE,EQ,A,sell,False,43,297.4,1345200,1724129586160432516,2024-08-20T11:10:53
ADANIPOWER,INE814H01011,2024-08-20,NSE,EQ,EQ,buy,False,7,696.55,3136338,1000000017775430,2024-08-20T11:11:34
PFC,INE134E01011,2024-08-20,NSE,EQ,EQ,buy,False,11,511.7,404918067,1200000023867265,2024-08-20T11:12:54
MASPTOP50,INF769K01HP3,2024-08-20,NSE,EQ,EQ,buy,False,150,43.6,405091234,1200000024811581,2024-08-20T11:19:26
MASPTOP50,INF769K01HP3,2024-08-20,NSE,EQ,EQ,buy,False,410,43.6,405114075,1200000024811581,2024-08-20T11:19:26
LIQUIDCASE-F,INF0R8F01034,2024-08-20,BSE,EQ,F,sell,False,500,103.85,75700,1724125500014231018,2024-08-20T11:24:47
SGBJUN31I-GB,IN0020230069,2024-08-20,NSE,EQ,GB,sell,False,1,7837.39,604660885,1300000022434093,2024-08-20T11:29:01
ARE&M,INE885A01032,2024-08-20,BSE,EQ,A,buy,False,3,1531.0,4449000,1724133390752048073,2024-08-20T11:31:30
ARE&M,INE885A01032,2024-08-20,BSE,EQ,A,buy,False,2,1531.0,4449200,1724133390752048073,2024-08-20T11:31:30
HDFCAMC,INE127D01025,2024-08-20,NSE,EQ,EQ,buy,False,2,4278.5,204544308,1100000025300413,2024-08-20T11:38:20
HDFCAMC,INE127D01025,2024-08-20,NSE,EQ,EQ,buy,False,5,4278.5,204543126,1100000025300413,2024-08-20T11:38:20
RECLTD,INE020B01018,2024-08-20,NSE,EQ,EQ,buy,False,18,595.0,605102246,1300000024818632,2024-08-20T11:50:46
SGBJUN31I-GB,IN0020230069,2024-08-20,NSE,EQ,GB,sell,False,2,7842.0,606604838,1300000022434093,2024-08-20T13:12:13
SHRIRAMFIN,INE721A01013,2024-08-20,NSE,EQ,EQ,buy,False,2,3159.8,606623779,1300000033005750,2024-08-20T13:13:24
ITC,INE154A01025,2024-08-20,NSE,EQ,EQ,buy,False,10,499.1,206396940,1100000035185994,2024-08-20T13:14:30
HDFCAMC,INE127D01025,2024-08-21,NSE,EQ,EQ,sell,False,7,4336.5,203410917,1100000018571148,2024-08-21T10:47:50
MOTILALOFS,INE338I01027,2024-08-21,NSE,EQ,EQ,buy,False,20,698.0,404278345,1200000020931307,2024-08-21T10:56:16
JPPOWER,INE351F01018,2024-08-21,BSE,EQ,A,buy,False,529,18.26,86383100,1724218091509102470,2024-08-21T10:59:29
JPPOWER,INE351F01018,2024-08-21,BSE,EQ,A,buy,False,71,18.26,85899800,1724218091509102470,2024-08-21T10:59:29
ZOMATO,INE758T01015,2024-08-21,NSE,EQ,EQ,buy,False,22,261.33,603824572,1300000018264460,2024-08-21T11:02:52
RELIANCE,INE002A01018,2024-08-21,BSE,EQ,A,buy,False,1,3004.75,3693600,1724217116583334916,2024-08-21T11:07:33
ADANIPOWER,INE814H01011,2024-08-21,NSE,EQ,EQ,buy,False,15,698.65,3492085,1000000019281117,2024-08-21T11:08:28
ARE&M,INE885A01032,2024-08-21,NSE,EQ,EQ,buy,False,5,1551.0,3596771,1000000019804495,2024-08-21T11:12:11
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,1,22.98,404730241,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,100,22.98,404730242,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,13,22.98,404730243,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,3,22.98,404730244,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,174,22.98,404730238,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,10,22.98,404730246,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,100,22.98,404730247,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,1175,22.98,404730248,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,1,22.98,404730245,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,22,22.98,404730239,1200000023395510,2024-08-21T11:13:45
PHARMABEES,INF204KC1089,2024-08-21,NSE,EQ,EQ,sell,False,51,22.98,404730240,1200000023395510,2024-08-21T11:13:45
ITC,INE154A01025,2024-08-21,BSE,EQ,A,sell,False,57,503.45,2324300,1724215734670604170,2024-08-21T11:15:06
BIRET-IF,INE0FDU25010,2024-08-21,BSE,EQ,IF,buy,False,15,267.85,369700,1724211000018020859,2024-08-21T11:18:51
BIRET-IF,INE0FDU25010,2024-08-21,BSE,EQ,IF,buy,False,29,267.85,415800,1724211000018020859,2024-08-21T11:18:51
BIRET-IF,INE0FDU25010,2024-08-21,BSE,EQ,IF,buy,False,1,267.85,398700,1724211000018020859,2024-08-21T11:18:51
BIRET-IF,INE0FDU25010,2024-08-21,BSE,EQ,IF,buy,False,1,267.85,379200,1724211000018020859,2024-08-21T11:18:51
BIRET-IF,INE0FDU25010,2024-08-21,BSE,EQ,IF,buy,False,4,267.85,344200,1724211000018020859,2024-08-21T11:18:51
LICI,INE0J1Y01017,2024-08-21,NSE,EQ,EQ,buy,False,10,1076.55,404944433,1200000024624742,2024-08-21T11:23:24
MASPTOP50,INF769K01HP3,2024-08-21,BSE,EQ,B,buy,False,1,43.47,1737800,1724211900009965532,2024-08-21T11:26:37
MASPTOP50,INF769K01HP3,2024-08-21,BSE,EQ,B,buy,False,199,43.5,1738000,1724211900009965532,2024-08-21T11:26:37
INDUSTOWER,INE121J01017,2024-08-21,NSE,EQ,EQ,buy,False,15,426.95,204416542,1100000023723686,2024-08-21T11:29:49
MIDSMALL,INF769K01LJ8,2024-08-21,NSE,EQ,EQ,buy,False,100,54.3,405656286,1200000028945017,2024-08-21T12:00:11
ALPHA,INF174KA1IA5,2024-08-21,NSE,EQ,EQ,buy,False,100,57.08,405669205,1200000028944739,2024-08-21T12:00:49
LICI,INE0J1Y01017,2024-08-22,NSE,EQ,EQ,buy,False,1,1080.9,403869992,1200000020145453,2024-08-22T10:48:47
LICI,INE0J1Y01017,2024-08-22,NSE,EQ,EQ,buy,False,3,1080.9,403869993,1200000020145453,2024-08-22T10:48:47
LICI,INE0J1Y01017,2024-08-22,NSE,EQ,EQ,buy,False,6,1080.9,403869991,1200000020145453,2024-08-22T10:48:47
ALPHA,INF174KA1IA5,2024-08-22,NSE,EQ,EQ,buy,False,100,57.2,403975794,1200000020698157,2024-08-22T10:53:01
MIDSMALL,INF769K01LJ8,2024-08-22,NSE,EQ,EQ,buy,False,100,54.45,404076136,1200000020698493,2024-08-22T10:56:00
INDIGO,INE646L01027,2024-08-23,NSE,EQ,EQ,buy,False,3,4625.0,203020783,1100000016077837,2024-08-23T10:37:55
LICI,INE0J1Y01017,2024-08-23,BSE,EQ,A,buy,False,8,1069.1,4468200,1724388818584326993,2024-08-23T10:44:13
GICRE,INE481Y01014,2024-08-23,NSE,EQ,EQ,buy,False,35,409.3,203602616,1100000018631547,2024-08-23T10:54:17
DELHIVERY,INE148O01028,2024-08-23,NSE,EQ,EQ,buy,False,10,426.65,205674581,1100000017120194,2024-08-23T12:59:30
JIOFIN,INE758E01017,2024-08-27,NSE,EQ,EQ,sell,False,28,324.45,404568914,1200000025440412,2024-08-27T11:25:15
JIOFIN,INE758E01017,2024-08-27,NSE,EQ,EQ,sell,False,10,324.45,404568892,1200000025440412,2024-08-27T11:25:15
JIOFIN,INE758E01017,2024-08-27,NSE,EQ,EQ,sell,False,5,324.45,404568712,1200000025440412,2024-08-27T11:25:15
SETFNIF50,INF200KA1FS1,2024-08-27,BSE,EQ,B,sell,False,2,264.1,1954200,1724737157068144557,2024-08-27T11:27:51
SETFNIF50,INF200KA1FS1,2024-08-27,BSE,EQ,B,sell,False,1,264.1,1945000,1724737157068144557,2024-08-27T11:27:51
SETFNIF50,INF200KA1FS1,2024-08-27,BSE,EQ,B,sell,False,49,264.1,1934500,1724737157068144557,2024-08-27T11:27:51
SETFNIF50,INF200KA1FS1,2024-08-27,BSE,EQ,B,sell,False,20,264.1,1895100,1724737157068144557,2024-08-27T11:27:51
SETFNIF50,INF200KA1FS1,2024-08-27,BSE,EQ,B,sell,False,5,264.1,1893000,1724737157068144557,2024-08-27T11:27:51
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,5,26.62,204620155,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,6,26.62,204534636,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,4,26.62,204608946,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,1,26.62,204609223,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,11,26.62,204740948,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,2,26.62,204769614,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,20,26.62,204953403,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,2,26.62,205000404,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,11,26.62,204955963,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,2,26.62,204964827,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,5,26.62,205089274,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,100,26.62,205098939,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,23,26.62,205146881,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,120,26.62,205156218,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,1,26.62,205176441,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,3,26.62,205189550,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,2,26.62,205290861,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,1,26.62,205291154,1100000024661217,2024-08-27T11:52:21
HDFCNIF100,INF179KC1HR4,2024-08-27,NSE,EQ,EQ,sell,False,31,26.62,205372749,1100000024661217,2024-08-27T11:52:21
MAFANG,INF769K01HF4,2024-08-27,NSE,EQ,EQ,buy,False,45,94.77,405390271,1200000030352327,2024-08-27T12:06:49
MAFANG,INF769K01HF4,2024-08-27,NSE,EQ,EQ,buy,False,86,94.77,405408880,1200000030352327,2024-08-27T12:06:49
MAFANG,INF769K01HF4,2024-08-27,NSE,EQ,EQ,buy,False,1,94.77,405408881,1200000030352327,2024-08-27T12:06:49
MAFANG,INF769K01HF4,2024-08-27,NSE,EQ,EQ,buy,False,68,94.77,405408882,1200000030352327,2024-08-27T12:06:49
MAFANG,INF769K01HF4,2024-08-27,NSE,EQ,EQ,buy,False,80,94.67,405557529,1200000031326156,2024-08-27T12:15:44
MAFANG,INF769K01HF4,2024-08-27,NSE,EQ,EQ,buy,False,90,94.84,407428727,1200000042807999,2024-08-27T14:01:33
MAFANG,INF769K01HF4,2024-08-28,NSE,EQ,EQ,buy,False,100,94.4,408567686,1200000029583258,2024-08-28T14:35:51
ACC,INE012A01025,2024-08-29,BSE,EQ,A,sell,False,3,2297.05,11184600,1724914136508098614,2024-08-29T12:24:57
ACC,INE012A01025,2024-08-29,BSE,EQ,A,sell,False,1,2297.1,11184300,1724914136508098614,2024-08-29T12:24:57
ACC,INE012A01025,2024-08-29,BSE,EQ,A,sell,False,5,2297.2,11183800,1724914136508098614,2024-08-29T12:24:57
ACC,INE012A01025,2024-08-29,BSE,EQ,A,sell,False,5,2297.15,11184100,1724914136508098614,2024-08-29T12:24:57
GICRE,INE481Y01014,2024-08-29,NSE,EQ,EQ,sell,False,4,405.7,205704692,1100000033296109,2024-08-29T12:25:18
GICRE,INE481Y01014,2024-08-29,NSE,EQ,EQ,sell,False,31,405.65,205704693,1100000033296109,2024-08-29T12:25:18
LLOYDSME,INE281B01032,2024-08-29,NSE,EQ,EQ,buy,False,45,769.15,406385592,1200000036049258,2024-08-29T12:44:57
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,96,26.59,206802658,1100000040104882,2024-08-29T13:18:30
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,10,26.57,206802661,1100000040104882,2024-08-29T13:18:30
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,10,26.57,206802660,1100000040104882,2024-08-29T13:18:30
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,5,26.58,206802659,1100000040104882,2024-08-29T13:18:30
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,7,26.6,206802657,1100000040104882,2024-08-29T13:18:30
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,872,26.56,206802662,1100000040104882,2024-08-29T13:18:30
SETFNIF50,INF200KA1FS1,2024-08-29,NSE,EQ,EQ,buy,False,87,264.8,606651226,1300000035841195,2024-08-29T13:24:13
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,904,26.56,206918801,1100000041019564,2024-08-29T13:24:52
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,96,26.57,206918800,1100000041019564,2024-08-29T13:24:52
SETFNIF50,INF200KA1FS1,2024-08-29,NSE,EQ,EQ,buy,False,80,264.8,606678596,1300000036373388,2024-08-29T13:25:55
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207535840,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207522594,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207529539,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207529540,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207529541,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207535399,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207535400,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207535599,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207535600,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207535605,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207535606,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207535703,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207535704,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207535705,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207535839,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207535841,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207535938,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207535939,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207535940,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,1,26.66,207535941,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,50,26.66,207536225,1100000043260449,2024-08-29T13:45:17
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,38,26.66,207536226,1100000043260449,2024-08-29T13:45:17
ARE&M,INE885A01032,2024-08-29,BSE,EQ,A,sell,False,19,1519.45,7970400,1724916514352595114,2024-08-29T13:54:15
SETFNIF50,INF200KA1FS1,2024-08-29,NSE,EQ,EQ,buy,False,88,264.75,607250193,1300000040049963,2024-08-29T13:55:24
DELHIVERY,INE148O01028,2024-08-29,NSE,EQ,EQ,buy,False,10,419.65,207589548,1100000045166186,2024-08-29T14:01:57
ZOMATO,INE758T01015,2024-08-29,NSE,EQ,EQ,buy,False,7,249.93,607452087,1300000041203973,2024-08-29T14:03:08
ANGELONE,INE732I01013,2024-08-29,NSE,EQ,EQ,buy,False,1,2582.0,6620970,1000000040287252,2024-08-29T14:06:31
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,10,26.65,208033258,1100000047825487,2024-08-29T14:16:23
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,10,26.65,208033257,1100000047825487,2024-08-29T14:16:23
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,10,26.65,208033256,1100000047825487,2024-08-29T14:16:23
HDFCNIF100,INF179KC1HR4,2024-08-29,NSE,EQ,EQ,sell,False,2,26.67,208103265,1100000047825487,2024-08-29T14:17:14
ANGELONE,INE732I01013,2024-08-29,NSE,EQ,EQ,buy,False,1,2589.95,6870910,1000000042008981,2024-08-29T14:18:18
SETFNIF50,INF200KA1FS1,2024-08-29,NSE,EQ,EQ,buy,False,4,264.0,607947104,1300000044178616,2024-08-29T14:19:10
HDFCNIF100,INF179KC1HR4,2024-08-30,BSE,EQ,B,sell,False,1500,26.8,2041200,1724989500037956562,2024-08-30T11:07:26
SETFNIF50,INF200KA1FS1,2024-08-30,BSE,EQ,B,buy,False,140,265.75,3714000,1724996179932043459,2024-08-30T11:12:38
SETFNIF50,INF200KA1FS1,2024-08-30,BSE,EQ,B,buy,False,10,265.56,2300700,1724996179932043459,2024-08-30T11:12:38
ANGELONE,INE732I01013,2024-08-30,BSE,EQ,A,buy,False,5,2590.9,87510300,1724996718118717344,2024-08-30T11:27:11
MIDSMALL,INF769K01LJ8,2024-08-30,BSE,EQ,B,buy,False,70,55.0,3882900,1724996179932627697,2024-08-30T13:05:40
HDFCNIF100,INF179KC1HR4,2024-08-30,BSE,EQ,B,sell,False,753,26.8,3886700,1724996179932812149,2024-08-30T13:09:28
SETFNN50,INF200KA1598,2024-08-30,NSE,EQ,EQ,buy,False,24,797.07,606037488,1300000032218378,2024-08-30T13:11:19
